Year,TEAM,LEAGUE,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,TBF,NP,P/IP,GF,HLD,IBB,WP,BK,GDP,GO,AO,GO/AO,SO/9,BB/9,K/BB
2003,Milwaukee Brewers,NL,68,94,5.02,162,162,5,3,44,71,1452.0,1590,873,810,219,61,575,1034,1.49,.279,6459,24047,16.56,157,59,43,57,8,121,1550,1649,0.94,6.41,3.56,1.80
2003,Montreal Expos,NL,83,79,4.01,162,162,15,10,42,60,1437.2,1467,716,640,181,71,463,1028,1.34,.264,6171,23090,16.06,147,67,51,71,4,119,1671,1470,1.14,6.44,2.90,2.22
2003,Oakland Athletics,AL,96,66,3.63,162,162,16,14,48,60,1441.2,1336,643,582,140,54,499,1018,1.27,.246,6078,22837,15.84,146,53,42,41,10,128,1727,1444,1.20,6.36,3.12,2.04
2003,Texas Rangers,AL,71,91,5.67,162,162,4,3,43,63,1433.1,1625,969,903,208,63,603,1009,1.55,.288,6413,24580,17.15,158,74,45,51,8,139,1597,1514,1.05,6.34,3.79,1.67
2003,San Francisco Giants,NL,100,61,3.73,161,161,7,10,43,60,1437.1,1349,638,595,136,43,546,1006,1.32,.250,6090,23057,16.04,154,76,34,68,8,137,1594,1551,1.03,6.30,3.42,1.84
2003,Seattle Mariners,AL,93,69,3.76,162,162,8,15,38,52,1441.0,1340,637,602,173,54,466,1001,1.25,.247,6025,23331,16.19,154,48,24,35,4,131,1390,1774,0.78,6.25,2.91,2.15
2003,Minnesota Twins,AL,90,72,4.41,162,162,7,8,45,64,1462.0,1526,758,716,187,50,402,997,1.32,.268,6246,22987,15.72,155,65,35,62,9,93,1484,1786,0.83,6.14,2.47,2.48
2003,Atlanta Braves,NL,101,61,4.10,162,162,4,7,51,71,1456.1,1425,740,663,147,42,555,992,1.36,.257,6247,22942,15.75,158,74,69,53,4,145,1850,1382,1.34,6.13,3.43,1.79
2003,Toronto Blue Jays,AL,86,76,4.69,162,162,13,6,35,52,1435.0,1560,826,748,184,57,485,984,1.43,.276,6270,22766,15.86,148,64,46,56,2,141,1746,1435,1.22,6.17,3.04,2.03
2003,Baltimore Orioles,AL,71,91,4.76,163,163,9,3,41,62,1449.2,1579,820,767,198,80,526,981,1.45,.278,6366,23976,16.54,154,66,43,42,4,139,1619,1581,1.02,6.09,3.27,1.87
2003,Anaheim Angels,AL,77,85,4.28,162,162,5,9,39,52,1431.1,1444,743,680,190,76,486,980,1.35,.261,6161,23434,16.37,157,56,38,53,3,112,1455,1718,0.85,6.16,3.06,2.02
2003,St. Louis Cardinals,NL,85,77,4.60,162,162,9,10,41,71,1463.2,1544,796,748,210,65,508,969,1.40,.271,6375,23767,16.24,153,72,36,53,1,114,1611,1677,0.96,5.96,3.12,1.91
2003,Cleveland Indians,AL,68,94,4.21,162,162,5,7,34,59,1459.1,1477,778,682,179,64,501,943,1.36,.264,6254,23324,15.98,157,52,37,49,7,149,1714,1555,1.10,5.82,3.09,1.88
2003,Cincinnati Reds,NL,69,93,5.09,162,162,4,5,38,64,1446.1,1578,886,818,209,48,590,932,1.50,.278,6423,23552,16.28,158,59,61,46,3,126,1675,1598,1.05,5.80,3.67,1.58
2003,Pittsburgh Pirates,NL,75,87,4.64,162,162,7,10,44,68,1444.1,1527,801,744,178,61,502,926,1.40,.272,6293,22837,15.81,155,77,58,50,2,140,1789,1487,1.20,5.77,3.13,1.84
2003,New York Mets,NL,66,95,4.48,161,161,3,10,38,53,1413.1,1497,754,704,168,45,576,907,1.47,.273,6204,23490,16.62,158,59,71,45,7,127,1549,1627,0.95,5.78,3.67,1.57
2003,Tampa Bay Devil Rays,AL,63,99,4.93,162,162,7,7,30,55,1436.2,1454,852,787,196,95,639,877,1.46,.264,6340,23756,16.54,155,55,37,65,9,124,1554,1719,0.90,5.49,4.00,1.37
2003,Colorado Rockies,NL,74,88,5.20,162,162,3,4,34,54,1420.0,1629,892,821,200,84,552,866,1.54,.290,6364,23532,16.57,159,75,51,48,8,141,1736,1497,1.16,5.49,3.50,1.57
2003,Kansas City Royals,AL,83,79,5.05,162,162,7,10,36,64,1438.2,1569,867,808,190,66,566,865,1.48,.279,6366,23801,16.54,155,61,33,60,9,119,1631,1668,0.98,5.41,3.54,1.53
2003,Detroit Tigers,AL,43,119,5.30,162,162,3,5,27,46,1438.2,1616,928,847,195,56,557,764,1.51,.286,6376,23340,16.22,159,43,35,52,5,163,1700,1681,1.01,4.78,3.48,1.37
2004,Chicago Cubs,NL,89,73,3.81,162,162,3,6,42,66,1465.1,1363,665,621,169,76,545,1346,1.30,.247,6262,23937,16.34,159,68,33,50,9,104,1542,1388,1.11,8.27,3.35,2.47
2004,Houston Astros,NL,92,70,4.05,162,162,2,13,47,70,1443.0,1416,698,650,174,68,525,1282,1.35,.258,6201,23746,16.46,160,72,61,45,3,119,1568,1342,1.17,8.00,3.27,2.44
2004,Anaheim Angels,AL,92,70,4.28,162,162,2,11,50,67,1454.1,1476,734,692,170,44,502,1164,1.36,.263,6246,23949,16.47,160,54,27,61,7,98,1465,1594,0.92,7.20,3.11,2.32
2004,Arizona Diamondbacks,NL,51,111,4.98,162,162,5,6,33,55,1436.0,1480,899,794,197,75,668,1153,1.50,.266,6418,24084,16.77,157,54,79,71,8,120,1685,1357,1.24,7.23,4.19,1.73
2004,Boston Red Sox,AL,98,64,4.18,162,162,4,12,36,49,1451.1,1430,768,674,159,92,447,1132,1.29,.255,6222,23243,16.01,158,53,28,39,1,107,1644,1477,1.11,7.02,2.77,2.53
2004,Minnesota Twins,AL,92,70,4.03,162,162,4,9,48,68,1476.0,1523,715,661,167,54,431,1123,1.32,.267,6269,23563,15.96,158,48,27,45,1,132,1585,1552,1.02,6.85,2.63,2.61
2004,Florida Marlins,NL,83,79,4.10,162,162,6,14,53,75,1439.0,1395,700,655,166,51,513,1116,1.33,.256,6110,22737,15.80,156,53,61,35,3,123,1546,1488,1.04,6.98,3.21,2.18
2004,Cleveland Indians,AL,80,82,4.81,162,162,8,8,32,60,1466.2,1553,857,784,201,62,579,1115,1.45,.271,6450,24683,16.83,154,55,47,43,6,118,1594,1547,1.03,6.84,3.55,1.93
2004,Milwaukee Brewers,NL,67,94,4.24,161,161,6,10,42,64,1442.0,1440,757,679,164,51,476,1098,1.33,.259,6204,23629,16.39,155,59,27,59,5,109,1566,1573,1.00,6.85,2.97,2.31
2004,Baltimore Orioles,AL,78,84,4.70,162,162,8,10,27,47,1455.1,1488,830,760,159,62,687,1090,1.49,.264,6459,24845,17.07,154,52,43,68,9,137,1602,1530,1.05,6.74,4.25,1.59
2004,Pittsburgh Pirates,NL,72,89,4.29,161,161,3,8,46,69,1428.0,1451,744,680,149,63,576,1079,1.42,.267,6197,23147,16.21,158,76,64,45,3,160,1603,1424,1.13,6.80,3.63,1.87
2004,San Diego Padres,NL,87,75,4.03,162,162,3,8,44,64,1441.0,1460,705,645,184,48,422,1079,1.31,.263,6135,22818,15.83,159,76,39,27,2,125,1595,1530,1.04,6.74,2.64,2.56
2004,Philadelphia Phillies,NL,86,76,4.45,162,162,4,5,43,68,1462.2,1488,781,724,214,66,502,1070,1.36,.264,6308,23440,16.03,158,82,60,40,3,119,1592,1589,1.00,6.58,3.09,2.13
2004,Los Angeles Dodgers,NL,93,69,4.01,162,162,2,6,51,60,1453.1,1386,684,647,178,54,521,1066,1.31,.254,6155,23050,15.86,160,55,47,43,2,129,1557,1571,0.99,6.60,3.23,2.05
2004,New York Yankees,AL,101,61,4.69,162,162,1,5,59,76,1443.2,1532,808,752,182,60,445,1058,1.37,.271,6240,23306,16.14,161,69,32,57,4,118,1561,1583,0.99,6.60,2.77,2.38
2004,St. Louis Cardinals,NL,105,57,3.75,162,162,4,12,57,73,1453.2,1378,659,605,169,67,440,1041,1.25,.251,6104,22945,15.78,158,88,24,42,4,129,1812,1366,1.33,6.45,2.72,2.37
2004,Seattle Mariners,AL,63,99,4.76,162,162,7,7,28,49,1459.1,1498,823,772,212,72,575,1036,1.42,.265,6389,24536,16.81,155,42,32,45,7,117,1418,1789,0.79,6.39,3.55,1.80
2004,Oakland Athletics,AL,91,71,4.17,162,162,10,8,35,63,1471.1,1466,742,682,164,68,544,1034,1.37,.262,6313,23732,16.13,152,71,49,39,5,145,1690,1511,1.12,6.32,3.33,1.90
2004,Montreal Expos,NL,67,95,4.33,162,162,11,11,31,49,1447.0,1477,769,696,191,79,582,1032,1.42,.266,6307,23884,16.51,151,57,78,43,2,135,1627,1510,1.08,6.42,3.62,1.77
2004,Atlanta Braves,NL,96,66,3.74,162,162,4,13,48,68,1450.0,1475,668,603,154,27,523,1025,1.38,.265,6218,22896,15.79,158,71,50,36,6,149,1718,1450,1.18,6.36,3.25,1.96
2004,San Francisco Giants,NL,91,71,4.29,162,162,8,8,46,74,1457.0,1481,770,695,161,47,548,1020,1.39,.265,6321,24192,16.60,154,86,35,52,2,131,1696,1529,1.11,6.30,3.39,1.86
2004,Chicago White Sox,AL,83,79,4.91,162,162,8,8,34,46,1432.1,1505,831,782,224,48,527,1013,1.42,.272,6189,23767,16.59,154,57,36,43,3,137,1554,1540,1.01,6.37,3.31,1.92
2004,Detroit Tigers,AL,72,90,4.93,162,162,7,9,35,63,1439.2,1542,844,788,190,54,530,995,1.44,.275,6296,23016,15.99,155,55,33,71,6,144,1631,1544,1.06,6.22,3.31,1.88
2004,Cincinnati Reds,NL,76,86,5.19,162,162,5,8,47,78,1443.2,1595,907,832,236,54,572,992,1.50,.280,6451,23861,16.53,157,79,55,74,3,101,1647,1589,1.04,6.18,3.57,1.73
2004,Texas Rangers,AL,89,73,4.53,162,162,5,9,52,66,1439.2,1536,794,724,182,81,547,979,1.45,.274,6345,23961,16.64,157,75,29,34,11,133,1611,1589,1.01,6.12,3.42,1.79
2004,New York Mets,NL,71,91,4.09,162,162,2,6,31,52,1449.0,1452,731,658,156,49,592,977,1.41,.261,6333,24299,16.77,160,70,70,30,8,122,1718,1544,1.11,6.07,3.68,1.65
2004,Toronto Blue Jays,AL,67,94,4.91,161,161,6,11,37,53,1421.0,1505,823,775,181,58,608,956,1.49,.273,6281,23435,16.49,155,46,47,60,11,120,1599,1555,1.03,6.05,3.85,1.57
2004,Colorado Rockies,NL,68,94,5.54,162,162,3,2,36,70,1435.1,1634,923,883,198,71,697,947,1.62,.290,6535,24263,16.90,159,67,84,66,6,135,1726,1460,1.18,5.94,4.37,1.36
2004,Tampa Bay Devil Rays,AL,70,91,4.81,161,161,3,5,35,45,1417.0,1459,842,757,192,93,580,923,1.44,.265,6261,23690,16.72,158,45,35,55,7,124,1515,1691,0.90,5.86,3.68,1.59
2004,Kansas City Royals,AL,58,104,5.15,162,162,6,3,25,47,1420.1,1638,905,813,208,56,518,887,1.52,.290,6320,23415,16.49,156,48,49,60,10,143,1536,1682,0.91,5.62,3.28,1.71
2005,Chicago Cubs,NL,79,83,4.19,162,162,8,10,39,58,1440.0,1357,714,671,186,50,576,1256,1.34,.250,6185,23698,16.46,154,69,48,57,7,118,1601,1345,1.19,7.85,3.60,2.18
2005,Milwaukee Brewers,NL,81,81,3.97,162,162,7,6,46,67,1438.0,1382,697,635,169,45,569,1173,1.36,.251,6208,23686,16.47,155,61,52,66,8,108,1452,1587,0.91,7.34,3.56,2.06
2005,Houston Astros,NL,89,73,3.51,163,163,6,11,45,58,1443.0,1336,609,563,155,59,440,1164,1.23,.246,6023,22363,15.50,157,66,29,38,8,122,1648,1376,1.20,7.26,2.74,2.65
2005,Philadelphia Phillies,NL,88,74,4.21,162,162,4,6,40,63,1435.0,1379,726,672,189,72,487,1159,1.30,.253,6119,22892,15.95,158,78,51,36,9,111,1597,1424,1.12,7.27,3.05,2.38
2005,San Diego Padres,NL,82,80,4.13,162,162,4,8,45,65,1455.1,1452,726,668,146,46,503,1133,1.34,.259,6253,23635,16.24,158,70,45,36,3,116,1570,1548,1.01,7.01,3.11,2.25
2005,Los Angeles Angels,AL,95,67,3.68,162,162,7,11,54,71,1464.1,1419,643,598,158,48,443,1126,1.27,.254,6158,23219,15.86,155,54,24,70,1,114,1484,1638,0.91,6.92,2.72,2.54
2005,Florida Marlins,NL,83,79,4.16,162,162,14,15,42,60,1442.1,1459,732,666,116,65,563,1125,1.40,.266,6236,23640,16.39,148,55,57,45,3,153,1602,1422,1.13,7.02,3.51,2.00
2005,Oakland Athletics,AL,88,74,3.69,162,162,9,12,38,56,1450.1,1315,658,594,154,60,504,1075,1.25,.241,6080,23070,15.91,153,47,42,41,3,137,1590,1536,1.04,6.67,3.13,2.13
2005,Baltimore Orioles,AL,74,88,4.56,162,162,2,9,38,57,1427.2,1458,800,724,180,52,580,1052,1.43,.263,6242,23675,16.58,160,70,32,70,11,126,1604,1496,1.07,6.63,3.66,1.81
2005,Cleveland Indians,AL,93,69,3.61,162,162,6,10,51,66,1452.2,1363,642,582,157,41,413,1050,1.22,.247,6048,22420,15.43,156,74,20,26,4,136,1605,1575,1.02,6.51,2.56,2.54
2005,Chicago White Sox,AL,99,63,3.61,162,162,9,10,54,73,1475.2,1392,645,592,167,52,459,1040,1.25,.249,6176,23205,15.73,153,79,42,65,9,143,1622,1610,1.01,6.34,2.80,2.27
2005,Arizona Diamondbacks,NL,77,85,4.84,162,162,6,10,45,62,1456.1,1580,856,783,193,62,537,1038,1.45,.278,6402,23624,16.22,156,64,43,58,5,140,1742,1442,1.21,6.41,3.32,1.93
2005,New York Mets,NL,83,79,3.76,162,162,8,11,38,59,1435.2,1390,648,599,135,56,491,1012,1.31,.255,6121,22877,15.93,154,48,43,32,4,127,1651,1521,1.09,6.34,3.08,2.06
2005,Los Angeles Dodgers,NL,71,91,4.38,162,162,6,9,40,59,1427.1,1434,755,695,182,64,471,1004,1.33,.263,6113,22612,15.84,156,66,34,36,6,119,1698,1442,1.18,6.33,2.97,2.13
2005,Washington Nationals,NL,81,81,3.87,162,162,4,9,51,69,1458.0,1456,673,627,140,72,539,997,1.37,.262,6286,23728,16.27,158,68,77,49,8,124,1510,1712,0.88,6.15,3.33,1.85
2005,New York Yankees,AL,95,67,4.52,162,162,8,14,46,67,1430.2,1495,789,718,164,84,463,985,1.37,.269,6182,23208,16.22,154,69,25,37,6,127,1656,1498,1.11,6.20,2.91,2.13
2005,Colorado Rockies,NL,67,95,5.13,162,162,4,4,37,63,1418.2,1600,862,808,175,84,604,981,1.55,.287,6385,23627,16.65,158,68,54,65,6,131,1650,1465,1.13,6.22,3.83,1.62
2005,St. Louis Cardinals,NL,100,62,3.49,162,162,15,14,48,65,1445.2,1399,634,560,153,60,443,974,1.27,.257,6047,22031,15.24,147,86,27,41,5,181,1893,1276,1.48,6.06,2.76,2.20
2005,San Francisco Giants,NL,75,87,4.33,162,162,4,8,46,74,1444.1,1456,745,695,151,42,592,972,1.42,.263,6280,24231,16.78,158,89,42,38,3,118,1574,1643,0.96,6.06,3.69,1.64
2005,Minnesota Twins,AL,83,79,3.71,162,162,9,8,44,60,1464.1,1458,662,604,169,43,348,965,1.23,.261,6072,21824,14.90,153,52,38,35,4,140,1694,1563,1.08,5.93,2.14,2.77
2005,Boston Red Sox,AL,95,67,4.74,162,162,6,8,38,57,1429.0,1550,805,752,164,89,440,959,1.39,.276,6227,23369,16.35,156,59,28,56,4,122,1577,1612,0.98,6.04,2.77,2.18
2005,Pittsburgh Pirates,NL,67,95,4.42,162,162,4,14,35,47,1436.0,1456,769,706,162,65,612,958,1.44,.267,6264,23159,16.13,158,60,65,53,4,164,1661,1512,1.10,6.00,3.84,1.57
2005,Toronto Blue Jays,AL,80,82,4.06,162,162,9,8,35,56,1447.0,1475,705,653,185,68,444,958,1.33,.264,6166,22680,15.67,153,66,29,39,5,134,1704,1516,1.12,5.96,2.76,2.16
2005,Cincinnati Reds,NL,73,89,5.15,163,163,2,1,31,47,1433.0,1657,889,820,219,80,492,955,1.50,.290,6397,23479,16.38,161,63,47,53,3,121,1588,1624,0.98,6.00,3.09,1.94
2005,Tampa Bay Devil Rays,AL,67,95,5.39,162,162,1,4,43,69,1421.2,1570,936,851,194,64,615,949,1.54,.280,6384,23799,16.74,161,66,41,53,5,101,1407,1778,0.79,6.01,3.89,1.54
2005,Texas Rangers,AL,79,83,4.96,162,162,2,6,46,68,1440.0,1589,858,794,159,60,522,932,1.47,.279,6371,24173,16.79,160,48,31,44,4,125,1687,1580,1.07,5.83,3.26,1.79
2005,Atlanta Braves,NL,90,72,3.98,162,162,8,12,38,62,1443.2,1487,674,639,145,32,520,929,1.39,.268,6186,22763,15.77,154,72,52,42,5,143,1735,1483,1.17,5.79,3.24,1.79
2005,Kansas City Royals,AL,56,106,5.49,162,162,4,4,25,43,1413.1,1640,935,862,178,74,580,924,1.57,.291,6370,23969,16.96,158,55,33,69,9,139,1599,1552,1.03,5.88,3.69,1.59
2005,Detroit Tigers,AL,71,91,4.51,162,162,7,2,37,57,1435.2,1504,787,719,193,51,461,907,1.37,.272,6139,22432,15.62,155,56,33,53,5,148,1690,1526,1.11,5.69,2.89,1.97
2005,Seattle Mariners,AL,69,93,4.49,162,162,6,7,39,59,1427.2,1483,751,712,179,57,496,892,1.39,.268,6172,23250,16.29,156,73,32,36,4,119,1492,1750,0.85,5.62,3.13,1.80
2006,Chicago Cubs,NL,66,96,4.74,162,162,2,7,29,46,1439.0,1396,834,758,210,67,687,1250,1.45,.255,6366,24755,17.20,160,68,44,68,4,95,1455,1511,0.96,7.82,4.30,1.82
2006,Los Angeles Angels,AL,89,73,4.04,162,162,5,12,50,63,1452.2,1410,732,652,158,50,471,1164,1.29,.254,6149,23483,16.17,157,50,27,85,3,128,1469,1581,0.93,7.21,2.92,2.47
2006,Minnesota Twins,AL,96,66,3.95,162,162,1,6,40,50,1439.1,1490,683,632,182,36,356,1164,1.28,.267,6066,22377,15.55,161,68,25,40,3,110,1544,1476,1.05,7.28,2.23,3.27
2006,New York Mets,NL,97,65,4.14,162,162,5,12,43,58,1461.1,1402,731,673,180,62,527,1161,1.32,.253,6240,24364,16.67,157,72,39,37,5,105,1586,1502,1.06,7.15,3.25,2.20
2006,Houston Astros,NL,82,80,4.08,162,162,5,12,42,60,1468.2,1425,719,666,182,54,480,1160,1.30,.256,6219,23307,15.87,157,75,65,44,2,144,1699,1401,1.21,7.11,2.94,2.42
2006,Milwaukee Brewers,NL,75,87,4.82,162,162,7,8,43,67,1425.2,1454,833,763,177,74,514,1145,1.38,.265,6210,23204,16.28,155,59,34,57,2,111,1507,1516,0.99,7.23,3.24,2.23
2006,Philadelphia Phillies,NL,85,77,4.60,162,162,4,6,42,64,1460.1,1561,812,747,211,62,512,1138,1.42,.275,6366,23883,16.35,158,85,63,58,4,135,1605,1485,1.08,7.01,3.16,2.22
2006,Arizona Diamondbacks,NL,76,86,4.48,162,162,8,9,34,54,1459.2,1503,788,727,168,61,536,1115,1.40,.267,6341,23680,16.22,154,75,44,53,4,139,1729,1397,1.24,6.87,3.30,2.08
2006,San Diego Padres,NL,88,74,3.87,162,162,4,11,50,71,1463.2,1385,679,629,176,50,468,1097,1.27,.249,6175,23371,15.97,158,81,63,34,4,119,1552,1623,0.96,6.75,2.88,2.34
2006,Florida Marlins,NL,78,84,4.37,162,162,6,6,41,68,1433.1,1465,772,696,166,74,622,1088,1.46,.267,6294,23756,16.57,156,69,58,47,4,146,1514,1529,0.99,6.83,3.91,1.75
2006,Toronto Blue Jays,AL,87,75,4.37,162,162,6,6,42,62,1428.1,1447,754,694,185,59,504,1076,1.37,.262,6151,23309,16.32,156,87,56,53,13,127,1659,1406,1.18,6.78,3.18,2.13
2006,Boston Red Sox,AL,86,76,4.83,162,162,3,6,46,69,1441.1,1570,825,773,181,68,509,1070,1.44,.279,6292,23878,16.57,159,80,25,52,3,148,1577,1497,1.05,6.68,3.18,2.10
2006,Los Angeles Dodgers,NL,88,74,4.23,162,162,1,10,40,61,1460.1,1524,751,686,152,41,492,1068,1.38,.269,6289,23836,16.32,161,56,40,54,8,154,1758,1406,1.25,6.58,3.03,2.17
2006,Seattle Mariners,AL,78,84,4.60,162,162,6,6,47,67,1446.2,1500,792,739,183,53,560,1067,1.42,.267,6294,24224,16.74,156,72,50,47,6,130,1555,1559,1.00,6.64,3.48,1.91
2006,Pittsburgh Pirates,NL,67,95,4.52,162,162,2,10,39,60,1435.0,1545,797,720,156,70,620,1060,1.51,.281,6354,23649,16.48,160,72,62,61,6,144,1665,1394,1.19,6.65,3.89,1.71
2006,Cincinnati Reds,NL,80,82,4.51,162,162,9,10,36,60,1445.2,1576,801,725,213,60,464,1053,1.41,.278,6319,23339,16.14,153,49,55,40,9,111,1566,1600,0.98,6.56,2.89,2.27
2006,Atlanta Braves,NL,79,83,4.60,162,162,6,6,38,67,1441.1,1529,805,736,183,55,572,1049,1.46,.273,6350,23639,16.40,156,56,69,39,2,131,1631,1513,1.08,6.55,3.57,1.83
2006,New York Yankees,AL,97,65,4.41,162,162,5,8,43,60,1443.2,1463,767,708,170,59,496,1019,1.36,.262,6215,23386,16.20,157,83,41,46,7,126,1571,1607,0.98,6.35,3.09,2.05
2006,Baltimore Orioles,AL,70,92,5.35,162,162,5,9,35,56,1419.0,1579,899,843,216,48,613,1016,1.54,.284,6327,24252,17.09,157,58,26,59,4,129,1509,1562,0.97,6.44,3.89,1.66
2006,Chicago White Sox,AL,90,72,4.61,162,162,5,11,46,63,1449.0,1534,794,743,200,58,433,1012,1.36,.271,6232,23171,15.99,157,64,59,51,1,128,1568,1627,0.96,6.29,2.69,2.34
2006,Detroit Tigers,AL,95,67,3.84,162,162,3,16,46,62,1448.0,1420,675,618,160,53,489,1003,1.32,.257,6145,22758,15.72,159,75,35,44,2,140,1710,1469,1.16,6.23,3.04,2.05
2006,Oakland Athletics,AL,93,69,4.21,162,162,5,11,54,74,1451.2,1525,727,679,162,55,529,1003,1.41,.272,6279,23657,16.30,157,83,47,43,4,149,1550,1617,0.96,6.22,3.28,1.90
2006,San Francisco Giants,NL,76,85,4.63,161,161,7,9,37,59,1429.2,1422,790,735,153,70,584,992,1.40,.261,6225,23641,16.54,154,68,37,50,7,108,1549,1607,0.96,6.24,3.68,1.70
2006,Tampa Bay Devil Rays,AL,61,101,4.96,162,162,3,7,33,54,1420.1,1600,856,782,180,63,606,979,1.55,.286,6374,23879,16.81,159,47,39,70,8,128,1506,1619,0.93,6.20,3.84,1.62
2006,Texas Rangers,AL,80,82,4.60,162,162,3,8,42,65,1431.1,1558,784,731,162,66,496,972,1.44,.278,6237,23486,16.41,159,79,18,34,4,145,1692,1453,1.16,6.11,3.12,1.96
2006,St. Louis Cardinals,NL,83,78,4.54,161,161,6,9,38,57,1429.2,1475,762,721,193,80,504,970,1.38,.268,6196,22831,15.97,155,73,35,35,3,155,1735,1431,1.21,6.11,3.17,1.92
2006,Washington Nationals,NL,71,91,5.03,162,162,1,3,32,55,1436.1,1535,872,803,193,92,584,960,1.48,.274,6424,24219,16.86,161,62,93,47,10,90,1491,1762,0.85,6.02,3.66,1.64
2006,Colorado Rockies,NL,76,86,4.66,162,162,5,8,34,58,1447.1,1549,812,749,155,66,553,952,1.45,.277,6318,23034,15.91,157,76,81,43,2,165,1750,1446,1.21,5.92,3.44,1.72
2006,Cleveland Indians,AL,78,84,4.41,162,162,13,13,24,47,1423.1,1583,782,698,166,51,429,948,1.41,.282,6190,22821,16.03,149,40,35,46,2,143,1594,1583,1.01,5.99,2.71,2.21
2006,Kansas City Royals,AL,62,100,5.65,162,162,3,5,35,66,1426.1,1648,971,896,213,60,637,904,1.60,.292,6434,24514,17.19,159,66,45,85,9,161,1573,1612,0.98,5.70,4.02,1.42
2007,Chicago Cubs,NL,85,77,4.04,162,162,2,10,39,53,1446.2,1340,690,650,165,59,573,1211,1.32,.246,6186,23522,16.26,160,67,46,42,3,117,1445,1557,0.93,7.53,3.56,2.11
2007,Tampa Bay Devil Rays,AL,66,96,5.53,162,162,2,2,28,50,1429.2,1649,944,879,199,63,568,1194,1.55,.290,6403,24789,17.34,160,58,31,55,2,128,1409,1520,0.93,7.52,3.58,2.10
2007,Los Angeles Dodgers,NL,82,80,4.20,162,162,4,6,43,60,1450.0,1443,727,677,146,38,518,1184,1.35,.261,6196,23432,16.16,158,74,34,44,5,142,1600,1413,1.13,7.35,3.22,2.29
2007,Milwaukee Brewers,NL,83,79,4.41,162,162,3,6,49,69,1444.1,1513,776,708,161,52,507,1174,1.40,.269,6285,23795,16.47,159,95,37,57,2,125,1447,1592,0.91,7.32,3.16,2.32
2007,Los Angeles Angels,AL,94,68,4.23,162,162,5,9,43,57,1435.0,1480,731,674,151,51,477,1156,1.36,.266,6161,23503,16.38,157,74,22,69,5,133,1461,1534,0.95,7.25,2.99,2.42
2007,Boston Red Sox,AL,96,66,3.87,162,162,5,13,45,57,1438.2,1350,657,618,151,62,482,1149,1.27,.247,6071,23073,16.04,157,78,20,33,0,115,1495,1532,0.98,7.19,3.02,2.38
2007,Florida Marlins,NL,71,91,4.94,162,162,0,4,40,65,1443.2,1617,891,793,176,76,661,1142,1.58,.285,6544,24727,17.13,162,107,60,67,9,127,1481,1567,0.95,7.12,4.12,1.73
2007,San Diego Padres,NL,89,74,3.70,163,163,1,20,45,67,1484.2,1406,666,611,119,48,474,1136,1.27,.250,6254,23329,15.71,162,76,48,42,6,126,1708,1480,1.15,6.89,2.87,2.40
2007,New York Mets,NL,88,74,4.26,162,162,2,10,39,57,1452.1,1415,750,687,165,61,570,1134,1.37,.255,6293,24530,16.89,160,78,40,36,3,110,1495,1618,0.92,7.03,3.53,1.99
2007,Houston Astros,NL,73,89,4.68,162,162,2,6,38,64,1464.2,1566,813,761,206,63,510,1109,1.42,.273,6417,23984,16.38,160,65,62,40,3,112,1636,1533,1.07,6.81,3.13,2.17
2007,Atlanta Braves,NL,84,78,4.11,162,162,1,6,36,52,1456.1,1442,733,665,172,42,537,1106,1.36,.259,6263,23217,15.94,161,64,89,48,5,119,1649,1485,1.11,6.83,3.32,2.06
2007,Minnesota Twins,AL,79,83,4.15,162,162,5,8,38,52,1436.2,1505,725,663,185,51,420,1094,1.34,.269,6133,22729,15.82,157,65,33,46,5,128,1527,1536,0.99,6.85,2.63,2.60
2007,Arizona Diamondbacks,NL,90,72,4.13,162,162,7,12,51,66,1441.0,1446,732,662,169,61,546,1088,1.38,.262,6216,23353,16.21,155,86,38,48,9,138,1562,1511,1.03,6.80,3.41,1.99
2007,Baltimore Orioles,AL,69,93,5.17,162,162,4,9,30,55,1438.2,1491,868,827,161,72,696,1087,1.52,.268,6418,24712,17.18,158,78,37,55,8,133,1595,1477,1.08,6.80,4.35,1.56
2007,Cincinnati Reds,NL,72,90,4.94,162,162,6,7,34,62,1449.2,1605,853,796,198,73,482,1068,1.44,.282,6354,23759,16.39,156,58,47,54,5,130,1449,1677,0.86,6.63,2.99,2.22
2007,Toronto Blue Jays,AL,83,79,4.00,162,162,11,9,44,69,1448.2,1383,699,644,157,55,479,1067,1.29,.251,6108,23025,15.89,151,64,34,42,3,146,1778,1345,1.32,6.63,2.98,2.23
2007,San Francisco Giants,NL,71,91,4.19,162,162,5,10,37,60,1453.2,1442,720,677,133,47,593,1057,1.40,.261,6299,24048,16.54,157,87,41,49,4,130,1595,1564,1.02,6.54,3.67,1.78
2007,Philadelphia Phillies,NL,89,73,4.73,162,162,5,5,42,63,1458.1,1555,821,767,198,72,558,1050,1.45,.276,6385,23829,16.34,157,91,62,46,3,135,1623,1527,1.06,6.48,3.44,1.88
2007,Cleveland Indians,AL,96,66,4.05,162,162,9,9,49,64,1462.2,1519,704,658,146,56,410,1047,1.32,.268,6206,22863,15.63,153,71,42,42,2,136,1640,1534,1.07,6.44,2.52,2.55
